phenotype,Gene,ontoma_mapping,ontoma_mapping_label,icd_mapping,icd_mapping_label,top_assoc_mapping,top_assoc_mapping_label
High light scatter reticulocyte percentage,TRIM10,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0010285,integumentary system disease
High light scatter reticulocyte percentage,TRIM10,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0004503,hematological measurement
Haematocrit percentage,PFKM,,,,,EFO_0005803,hematologic disease
Haematocrit percentage,PFKM,,,,,EFO_0001444,measurement
Haematocrit percentage,PFKM,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Haematocrit percentage,PFKM,,,,,EFO_0000508,genetic disorder
Haematocrit percentage,PFKM,,,,,EFO_0000589,metabolic disease
Haematocrit percentage,PFKM,,,,,OTAR_0000020,nutritional or metabolic disease
Standing height,NF1,EFO_0004339,body height,,,OTAR_0000018,"genetic, familial or congenital disease"
Standing height,NF1,EFO_0004339,body height,,,EFO_0000508,genetic disorder
Standing height,NF1,EFO_0004339,body height,,,EFO_0001444,measurement
Standing height,NF1,EFO_0004339,body height,,,OTAR_0000006,musculoskeletal or connective tissue disease
Standing height,NF1,EFO_0004339,body height,,,EFO_0010282,gastrointestinal disease
Standing height,NF1,EFO_0004339,body height,,,EFO_0001379,endocrine system disease
Standing height,NF1,EFO_0004339,body height,,,EFO_0005803,hematologic disease
Standing height,NF1,EFO_0004339,body height,,,MONDO_0045024,cancer or benign tumor
Standing height,NF1,EFO_0004339,body height,,,EFO_0010285,integumentary system disease
Standing height,NF1,EFO_0004339,body height,,,EFO_0000616,neoplasm
Standing height,NF1,EFO_0004339,body height,,,MONDO_0023370,neoplastic disease or syndrome
Standing height,NF1,EFO_0004339,body height,,,GO_0008150,biological process
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,OTAR_0000018,"genetic, familial or congenital disease"
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,EFO_0000589,metabolic disease
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,OTAR_0000020,nutritional or metabolic disease
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,EFO_0001444,measurement
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,EFO_0001379,endocrine system disease
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,MONDO_0045024,cancer or benign tumor
Whole body fat-free mass,IGF1R,EFO_0004995,lean body mass,,,EFO_0010282,gastrointestinal disease
Urate,SLC5A2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Urate,SLC5A2,,,,,EFO_0009690,urinary system disease
Urate,SLC5A2,,,,,EFO_0001444,measurement
Urate,SLC5A2,,,,,EFO_0000589,metabolic disease
Urate,SLC5A2,,,,,OTAR_0000020,nutritional or metabolic disease
Urate,SLC5A2,,,,,EFO_0000618,nervous system disease
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,EFO_0001444,measurement
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,OTAR_0000018,"genetic, familial or congenital disease"
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,EFO_0000508,genetic disorder
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,EFO_0000589,metabolic disease
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,OTAR_0000020,nutritional or metabolic disease
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,EFO_0000618,nervous system disease
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,EFO_0010285,integumentary system disease
High light scatter reticulocyte count,TRIM10,EFO_0007986,reticulocyte count,,,EFO_0005803,hematologic disease
Leg fat-free mass (right),PAPPA2,,,,,EFO_0000589,metabolic disease
Leg fat-free mass (right),PAPPA2,,,,,OTAR_0000020,nutritional or metabolic disease
Leg fat-free mass (right),PAPPA2,,,,,EFO_0001379,endocrine system disease
Leg fat-free mass (right),PAPPA2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg fat-free mass (right),PAPPA2,,,,,EFO_0001444,measurement
Leg fat-free mass (right),PAPPA2,,,,,MONDO_0045024,cancer or benign tumor
Leg predicted mass (right),PAPPA2,,,,,EFO_0000589,metabolic disease
Leg predicted mass (right),PAPPA2,,,,,OTAR_0000020,nutritional or metabolic disease
Leg predicted mass (right),PAPPA2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg predicted mass (right),PAPPA2,,,,,EFO_0001379,endocrine system disease
Leg predicted mass (right),PAPPA2,,,,,EFO_0001444,measurement
Leg predicted mass (right),PAPPA2,,,,,MONDO_0045024,cancer or benign tumor
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,EFO_0000589,metabolic disease
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,OTAR_0000020,nutritional or metabolic disease
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,OTAR_0000018,"genetic, familial or congenital disease"
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,EFO_0001444,measurement
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,EFO_0001379,endocrine system disease
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,MONDO_0045024,cancer or benign tumor
Whole body water mass,IGF1R,EFO_0009805,whole body water mass,,,EFO_0010282,gastrointestinal disease
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0005803,hematologic disease
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,OTAR_0000018,"genetic, familial or congenital disease"
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0001444,measurement
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0000589,metabolic disease
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,OTAR_0000020,nutritional or metabolic disease
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,MONDO_0045024,cancer or benign tumor
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,MONDO_0023370,neoplastic disease or syndrome
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,Orphanet_71859,Rare genetic neurological disorder
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0000508,genetic disorder
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0000618,nervous system disease
Mean corpuscular haemoglobin,POLE,EFO_0004527,mean corpuscular hemoglobin,,,OTAR_0000010,respiratory or thoracic disease
Impedance of leg (left),ADAMTS3,,,,,EFO_0000589,metabolic disease
Impedance of leg (left),ADAMTS3,,,,,OTAR_0000020,nutritional or metabolic disease
Impedance of leg (left),ADAMTS3,,,,,EFO_0000508,genetic disorder
Impedance of leg (left),ADAMTS3,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Impedance of leg (left),ADAMTS3,,,,,EFO_0010285,integumentary system disease
Basal metabolic rate,IGF1R,EFO_0007777,base metabolic rate measurement,,,EFO_0000589,metabolic disease
Basal metabolic rate,IGF1R,EFO_0007777,base metabolic rate measurement,,,OTAR_0000020,nutritional or metabolic disease
Basal metabolic rate,IGF1R,EFO_0007777,base metabolic rate measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
Basal metabolic rate,IGF1R,EFO_0007777,base metabolic rate measurement,,,EFO_0001444,measurement
Basal metabolic rate,IGF1R,EFO_0007777,base metabolic rate measurement,,,EFO_0001379,endocrine system disease
Basal metabolic rate,IGF1R,EFO_0007777,base metabolic rate measurement,,,MONDO_0045024,cancer or benign tumor
Heel bone mineral density (BMD) (left),MEPE,,,,,EFO_0001444,measurement
White blood cell (leukocyte) count,CXCR2,,,,,MONDO_0045024,cancer or benign tumor
White blood cell (leukocyte) count,CXCR2,,,,,EFO_0005803,hematologic disease
White blood cell (leukocyte) count,CXCR2,,,,,EFO_0000540,immune system disease
White blood cell (leukocyte) count,CXCR2,,,,,EFO_0001444,measurement
Urate,LRP2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Urate,LRP2,,,,,EFO_0009690,urinary system disease
Urate,LRP2,,,,,EFO_0001444,measurement
Urate,LRP2,,,,,EFO_0000589,metabolic disease
Urate,LRP2,,,,,OTAR_0000020,nutritional or metabolic disease
Urate,LRP2,,,,,EFO_0000618,nervous system disease
Basal metabolic rate,PAPPA2,EFO_0007777,base metabolic rate measurement,,,EFO_0000589,metabolic disease
Basal metabolic rate,PAPPA2,EFO_0007777,base metabolic rate measurement,,,OTAR_0000020,nutritional or metabolic disease
Basal metabolic rate,PAPPA2,EFO_0007777,base metabolic rate measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
Basal metabolic rate,PAPPA2,EFO_0007777,base metabolic rate measurement,,,EFO_0001444,measurement
Basal metabolic rate,PAPPA2,EFO_0007777,base metabolic rate measurement,,,EFO_0001379,endocrine system disease
Basal metabolic rate,PAPPA2,EFO_0007777,base metabolic rate measurement,,,MONDO_0045024,cancer or benign tumor
Albumin,STAB1,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Albumin,STAB1,,,,,EFO_0000540,immune system disease
Albumin,STAB1,,,,,EFO_0001444,measurement
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,EFO_0001444,measurement
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,OTAR_0000018,"genetic, familial or congenital disease"
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,EFO_0000508,genetic disorder
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,EFO_0000589,metabolic disease
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,OTAR_0000020,nutritional or metabolic disease
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,EFO_0000618,nervous system disease
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,EFO_0010285,integumentary system disease
High light scatter reticulocyte count,CA1,EFO_0007986,reticulocyte count,,,EFO_0005803,hematologic disease
Alanine aminotransferase,ABCB4,,,,,EFO_0001444,measurement
Alanine aminotransferase,ABCB4,,,,,EFO_0010282,gastrointestinal disease
Alanine aminotransferase,ABCB4,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Standing height,FGFR3,EFO_0004339,body height,,,OTAR_0000018,"genetic, familial or congenital disease"
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0000508,genetic disorder
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0001444,measurement
Standing height,FGFR3,EFO_0004339,body height,,,OTAR_0000006,musculoskeletal or connective tissue disease
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0010282,gastrointestinal disease
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0001379,endocrine system disease
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0005803,hematologic disease
Standing height,FGFR3,EFO_0004339,body height,,,MONDO_0045024,cancer or benign tumor
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0010285,integumentary system disease
Standing height,FGFR3,EFO_0004339,body height,,,EFO_0000616,neoplasm
Standing height,FGFR3,EFO_0004339,body height,,,MONDO_0023370,neoplastic disease or syndrome
Standing height,FGFR3,EFO_0004339,body height,,,GO_0008150,biological process
Speed of sound through heel (right),MEPE,,,,,EFO_0001444,measurement
Heel bone mineral density (BMD) (right),MEPE,,,,,EFO_0001444,measurement
Platelet count,LY75-CD302,EFO_0004309,platelet count,,,OTAR_0000018,"genetic, familial or congenital disease"
Platelet count,LY75-CD302,EFO_0004309,platelet count,,,EFO_0005803,hematologic disease
Platelet count,LY75-CD302,EFO_0004309,platelet count,,,EFO_0001444,measurement
Platelet count,LY75-CD302,EFO_0004309,platelet count,,,MONDO_0045024,cancer or benign tumor
Impedance of arm (left),OBSCN,,,,,EFO_0010285,integumentary system disease
Impedance of arm (left),OBSCN,,,,,EFO_0000508,genetic disorder
Impedance of arm (left),OBSCN,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Impedance of arm (left),OBSCN,,,,,MONDO_0045024,cancer or benign tumor
Standing height,GHSR,EFO_0004339,body height,,,OTAR_0000018,"genetic, familial or congenital disease"
Standing height,GHSR,EFO_0004339,body height,,,EFO_0000508,genetic disorder
Standing height,GHSR,EFO_0004339,body height,,,EFO_0001444,measurement
Standing height,GHSR,EFO_0004339,body height,,,OTAR_0000006,musculoskeletal or connective tissue disease
Standing height,GHSR,EFO_0004339,body height,,,EFO_0010282,gastrointestinal disease
Standing height,GHSR,EFO_0004339,body height,,,EFO_0001379,endocrine system disease
Standing height,GHSR,EFO_0004339,body height,,,EFO_0005803,hematologic disease
Standing height,GHSR,EFO_0004339,body height,,,MONDO_0045024,cancer or benign tumor
Standing height,GHSR,EFO_0004339,body height,,,EFO_0010285,integumentary system disease
Standing height,GHSR,EFO_0004339,body height,,,EFO_0000616,neoplasm
Standing height,GHSR,EFO_0004339,body height,,,MONDO_0023370,neoplastic disease or syndrome
Standing height,GHSR,EFO_0004339,body height,,,GO_0008150,biological process
White blood cell (leukocyte) count,S1PR4,,,,,MONDO_0045024,cancer or benign tumor
White blood cell (leukocyte) count,S1PR4,,,,,EFO_0005803,hematologic disease
White blood cell (leukocyte) count,S1PR4,,,,,EFO_0000540,immune system disease
White blood cell (leukocyte) count,S1PR4,,,,,EFO_0001444,measurement
Sitting height,PAPPA2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Sitting height,PAPPA2,,,,,EFO_0000508,genetic disorder
Sitting height,PAPPA2,,,,,EFO_0001444,measurement
Sitting height,PAPPA2,,,,,MONDO_0045024,cancer or benign tumor
Sitting height,PAPPA2,,,,,EFO_0001379,endocrine system disease
Sitting height,PAPPA2,,,,,EFO_0010285,integumentary system disease
Sitting height,PAPPA2,,,,,EFO_0005803,hematologic disease
Sitting height,PAPPA2,,,,,OTAR_0000006,musculoskeletal or connective tissue disease
IGF-1,IGF1R,,,,,EFO_0001379,endocrine system disease
IGF-1,IGF1R,,,,,EFO_0001444,measurement
IGF-1,IGF1R,,,,,OTAR_0000010,respiratory or thoracic disease
IGF-1,IGF1R,,,,,OTAR_0000018,"genetic, familial or congenital disease"
IGF-1,IGF1R,,,,,MONDO_0045024,cancer or benign tumor
IGF-1,IGF1R,,,,,EFO_0000508,genetic disorder
IGF-1,IGF1R,,,,,EFO_0009690,urinary system disease
Basal metabolic rate,GH1,EFO_0007777,base metabolic rate measurement,,,EFO_0000589,metabolic disease
Basal metabolic rate,GH1,EFO_0007777,base metabolic rate measurement,,,OTAR_0000020,nutritional or metabolic disease
Basal metabolic rate,GH1,EFO_0007777,base metabolic rate measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
Basal metabolic rate,GH1,EFO_0007777,base metabolic rate measurement,,,EFO_0001444,measurement
Basal metabolic rate,GH1,EFO_0007777,base metabolic rate measurement,,,EFO_0001379,endocrine system disease
Basal metabolic rate,GH1,EFO_0007777,base metabolic rate measurement,,,MONDO_0045024,cancer or benign tumor
IGF-1,JAK2,,,,,EFO_0001379,endocrine system disease
IGF-1,JAK2,,,,,EFO_0001444,measurement
IGF-1,JAK2,,,,,OTAR_0000010,respiratory or thoracic disease
IGF-1,JAK2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
IGF-1,JAK2,,,,,MONDO_0045024,cancer or benign tumor
IGF-1,JAK2,,,,,EFO_0000508,genetic disorder
IGF-1,JAK2,,,,,EFO_0009690,urinary system disease
Seated height,PIEZO1,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Seated height,PIEZO1,,,,,EFO_0001444,measurement
Seated height,PIEZO1,,,,,EFO_0000508,genetic disorder
Seated height,PIEZO1,,,,,EFO_0005803,hematologic disease
Seated height,PIEZO1,,,,,MONDO_0045024,cancer or benign tumor
Seated height,PIEZO1,,,,,EFO_0000616,neoplasm
Seated height,PIEZO1,,,,,MONDO_0023370,neoplastic disease or syndrome
Leg fat-free mass (left),PAPPA2,,,,,EFO_0000589,metabolic disease
Leg fat-free mass (left),PAPPA2,,,,,OTAR_0000020,nutritional or metabolic disease
Leg fat-free mass (left),PAPPA2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg fat-free mass (left),PAPPA2,,,,,EFO_0001379,endocrine system disease
Leg fat-free mass (left),PAPPA2,,,,,EFO_0001444,measurement
Impedance of arm (right),THBS3,,,,,EFO_0010285,integumentary system disease
Impedance of arm (right),THBS3,,,,,MONDO_0045024,cancer or benign tumor
Impedance of arm (right),THBS3,,,,,EFO_0000508,genetic disorder
Impedance of arm (right),THBS3,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Impedance of arm (right),THBS3,,,,,OTAR_0000006,musculoskeletal or connective tissue disease
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0001444,measurement
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000508,genetic disorder
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000589,metabolic disease
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,OTAR_0000020,nutritional or metabolic disease
High light scatter reticulocyte percentage,EIF2AK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000618,nervous system disease
